record_view,tier_scope,candidate_id,candidate_alias,candidate_role,source_test_id,followup_profile,repair_profile,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Tuesday,59,416.49,707.78,-291.29,2.429812,7.059153,0.627119,19.129189,-13.240455,1.444753,86.84,8.688953,6,0.508475,3,4.796062,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Thursday,65,415.49,682.5,-267.01,2.556084,6.392154,0.646154,16.25,-11.60913,1.39976,61.21,6.591813,7,0.569231,4,6.787943,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Friday,68,131.8,513.21,-381.41,1.34556,1.938235,0.558824,13.505526,-12.713667,1.062284,83.69,15.293946,39,0.867647,4,1.57486,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Monday,43,-263.83,221.71,-485.54,0.456626,-6.135581,0.418605,12.317222,-19.4216,0.634202,267.06,53.069173,42,0.976744,4,-0.987905,deep_negative_or_dd_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Wednesday,55,317.16,601.64,-284.48,2.114876,5.766545,0.6,18.231515,-12.930909,1.409918,80.43,9.08793,15,0.690909,4,3.943305,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Tuesday,56,372.29,622.69,-250.4,2.486781,6.648036,0.625,17.791143,-11.92381,1.492069,77.67,8.176134,15,0.625,3,4.793228,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Thursday,66,359.58,623.45,-263.87,2.362716,5.448182,0.621212,15.206098,-10.5548,1.440681,67.49,7.35642,12,0.621212,4,5.3279,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Friday,71,196.5,530.62,-334.12,1.588112,2.767606,0.56338,13.2655,-10.778065,1.230787,60.74,11.19095,11,0.760563,5,3.2351,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Monday,43,-220.0,207.94,-427.94,0.485909,-5.116279,0.44186,10.944211,-17.830833,0.61378,222.68,44.29856,42,0.976744,3,-0.987965,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Wednesday,54,310.01,580.78,-270.77,2.14492,5.740926,0.574074,18.734839,-11.772609,1.591392,84.87,9.651776,8,0.592593,3,3.652763,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Tuesday,56,372.29,622.69,-250.4,2.486781,6.648036,0.625,17.791143,-11.92381,1.492069,77.67,8.176134,15,0.625,3,4.793228,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Thursday,66,359.58,623.45,-263.87,2.362716,5.448182,0.621212,15.206098,-10.5548,1.440681,67.49,7.35642,12,0.621212,4,5.3279,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Friday,71,196.5,530.62,-334.12,1.588112,2.767606,0.56338,13.2655,-10.778065,1.230787,60.74,11.19095,11,0.760563,5,3.2351,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Monday,43,-220.0,207.94,-427.94,0.485909,-5.116279,0.44186,10.944211,-17.830833,0.61378,222.68,44.29856,42,0.976744,3,-0.987965,deep_negative_or_dd_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,weekday,Wednesday,54,310.01,580.78,-270.77,2.14492,5.740926,0.574074,18.734839,-11.772609,1.591392,84.87,9.651776,8,0.592593,3,3.652763,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,16,62,487.54,1038.39,-550.85,1.885069,7.863548,0.596774,28.064595,-22.034,1.273695,173.78,15.594322,14,0.677419,6,2.805501,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,17,126,70.55,808.35,-737.8,1.095622,0.559921,0.52381,12.247727,-12.296667,0.99602,190.51,29.502129,81,0.857143,6,0.370322,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,19,14,62.91,107.24,-44.33,2.419129,4.493571,0.785714,9.749091,-14.776667,0.659763,43.6,8.612346,5,0.428571,2,1.44289,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,18,45,180.67,345.91,-165.24,2.093379,4.014889,0.555556,13.8364,-8.262,1.674703,68.55,10.822545,15,0.733333,4,2.635594,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,21,24,134.85,222.92,-88.07,2.531168,5.61875,0.75,12.384444,-14.678333,0.843723,52.07,7.580213,3,0.375,1,2.589783,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,20,11,43.95,61.36,-17.41,3.524411,3.995455,0.636364,8.765714,-4.3525,2.013949,8.54,1.584739,3,0.545455,1,5.14637,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,03,1,42.16,42.16,0,inf,42.16,1.0,42.16,,,0.0,0.0,0,0.0,0,,thin_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,22,4,81.98,100.51,-18.53,5.424177,20.495,0.75,33.503333,-18.53,1.808059,18.53,3.366581,1,0.25,1,4.424177,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,12,2,-54.39,0,-54.39,0.0,-27.195,0.0,,-27.195,,54.39,10.878,2,1.0,2,-1.0,thin_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,09,1,-33.11,0,-33.11,0.0,-33.11,0.0,,-33.11,,33.11,6.622,1,1.0,1,-1.0,thin_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,16,62,487.54,1038.39,-550.85,1.885069,7.863548,0.596774,28.064595,-22.034,1.273695,173.78,15.594322,14,0.677419,6,2.805501,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,17,126,70.55,808.35,-737.8,1.095622,0.559921,0.52381,12.247727,-12.296667,0.99602,190.51,29.502129,81,0.857143,6,0.370322,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,19,14,62.91,107.24,-44.33,2.419129,4.493571,0.785714,9.749091,-14.776667,0.659763,43.6,8.612346,5,0.428571,2,1.44289,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,18,45,180.67,345.91,-165.24,2.093379,4.014889,0.555556,13.8364,-8.262,1.674703,68.55,10.822545,15,0.733333,4,2.635594,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,21,24,134.85,222.92,-88.07,2.531168,5.61875,0.75,12.384444,-14.678333,0.843723,52.07,7.580213,3,0.375,1,2.589783,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,20,11,43.95,61.36,-17.41,3.524411,3.995455,0.636364,8.765714,-4.3525,2.013949,8.54,1.584739,3,0.545455,1,5.14637,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,03,1,42.16,42.16,0,inf,42.16,1.0,42.16,,,0.0,0.0,0,0.0,0,,thin_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,22,4,81.98,100.51,-18.53,5.424177,20.495,0.75,33.503333,-18.53,1.808059,18.53,3.366581,1,0.25,1,4.424177,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,12,2,-54.39,0,-54.39,0.0,-27.195,0.0,,-27.195,,54.39,10.878,2,1.0,2,-1.0,thin_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,09,1,-33.11,0,-33.11,0.0,-33.11,0.0,,-33.11,,33.11,6.622,1,1.0,1,-1.0,thin_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,16,58,505.48,993.1,-487.62,2.036627,8.715172,0.637931,26.840541,-23.22,1.155923,179.49,15.667225,8,0.62069,6,2.816201,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,20,14,13.31,44.92,-31.61,1.421069,0.950714,0.5,6.417143,-4.515714,1.421069,16.23,3.21189,4,0.714286,4,0.820086,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,17,125,180.46,800.73,-620.27,1.290938,1.44368,0.536,11.951194,-10.69431,1.117528,90.4,14.693214,47,0.792,4,1.996239,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,18,50,124.38,284.59,-160.21,1.776356,2.4876,0.52,10.945769,-6.675417,1.639713,66.49,11.322843,22,0.74,4,1.870657,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,21,22,89.56,179.13,-89.57,1.999888,4.070909,0.727273,11.195625,-14.928333,0.749958,53.44,8.311042,3,0.363636,2,1.675898,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,03,1,40.53,40.53,0,inf,40.53,1.0,40.53,,,0.0,0.0,0,0.0,0,,thin_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,22,5,56.04,88.52,-32.48,2.725369,11.208,0.6,29.506667,-16.24,1.816913,32.48,5.99063,2,0.4,2,1.725369,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,12,2,-51.47,0,-51.47,0.0,-25.735,0.0,,-25.735,,51.47,10.294,2,1.0,2,-1.0,thin_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,19,11,51.73,95.25,-43.52,2.188649,4.702727,0.727273,11.90625,-14.506667,0.820743,41.96,8.252532,5,0.545455,2,1.232841,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,23,1,38.71,38.71,0,inf,38.71,1.0,38.71,,,0.0,0.0,0,0.0,0,,thin_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,close_hour_report,09,1,-30.35,0,-30.35,0.0,-30.35,0.0,,-30.35,,30.35,6.07,1,1.0,1,-1.0,thin_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,16,58,505.48,993.1,-487.62,2.036627,8.715172,0.637931,26.840541,-23.22,1.155923,179.49,15.667225,8,0.62069,6,2.816201,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,20,14,13.31,44.92,-31.61,1.421069,0.950714,0.5,6.417143,-4.515714,1.421069,16.23,3.21189,4,0.714286,4,0.820086,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,17,125,180.46,800.73,-620.27,1.290938,1.44368,0.536,11.951194,-10.69431,1.117528,90.4,14.693214,47,0.792,4,1.996239,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,18,50,124.38,284.59,-160.21,1.776356,2.4876,0.52,10.945769,-6.675417,1.639713,66.49,11.322843,22,0.74,4,1.870657,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,21,22,89.56,179.13,-89.57,1.999888,4.070909,0.727273,11.195625,-14.928333,0.749958,53.44,8.311042,3,0.363636,2,1.675898,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,03,1,40.53,40.53,0,inf,40.53,1.0,40.53,,,0.0,0.0,0,0.0,0,,thin_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,22,5,56.04,88.52,-32.48,2.725369,11.208,0.6,29.506667,-16.24,1.816913,32.48,5.99063,2,0.4,2,1.725369,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,12,2,-51.47,0,-51.47,0.0,-25.735,0.0,,-25.735,,51.47,10.294,2,1.0,2,-1.0,thin_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,close_hour_report,19,11,51.73,95.25,-43.52,2.188649,4.702727,0.727273,11.90625,-14.506667,0.820743,41.96,8.252532,5,0.545455,2,1.232841,measured_slice
