ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes,hcardrail_kpi,run_number,date,decision,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,view,tier,metric_scope,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,family,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor,sample_rows,attempt_count,source_package_run_id,row_id,scoreboard,evidence_boundary,work_family,evidence_scope,run_key,question,next_action,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,final_decision_path,created_at,gate_audit_path,expected_estimated_mt5_density,usable_report_rows,artifact_count,created_at_utc,required_gate_audit,kpi_summary,runtime_authority,operating_promotion,trade_density,source_authority,goal_achieve,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,route_attribution_boundary,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count,probability_parity_pass_rows,best_candidate_id,candidate_count,scout_clue_count,materialization_candidate_count,meaningful_signal_count,completion_candidate_count,model,drawdown_percent,trades_per_day,oos_trades_per_day,oos_net_profit,oos_profit_factor,oos_trade_count,oos_drawdown_percent
run50E_d350h06_aonly_logreg_deep_v1__python_tier_ab_combined,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d350h06_aonly_logreg_deep_v1,python_tier_ab_combined,run50E_d350h06_aonly_logreg_deep_v1,python_tier_ab_combined,Tier A+B,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/predictions/tier_ab_combined_predictions.parquet,rows=59048;signal_coverage=0.452141;signal_count=26698;short=7836;long=18862,"prob_sum_err=2.22045e-16;selected_threshold=a_stage56_d350h06_aonly_a_s350_l350_m000__b_disabled__hold6;threshold_ids=[""stage56_d350h06_aonly_a_s350_l350_m000"",""stage56_d350h06_aonly_b_s400_l400_m000""];subtype_counts={""B_constituent_missing"":1,""B_core_only"":200,""B_full_context_outside_tier_a_scope"":217,""B_macro_missing"":10740,""B_mixed_partial_context"":1240,""Tier_A_full_context"":46650}",out_of_scope_by_claim,Tier A primary plus Tier B fallback routed Python view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d350h06_aonly_logreg_deep_v1__mt5_tier_a_only_validation_is,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d350h06_aonly_logreg_deep_v1,mt5_tier_a_only_validation_is,run50E_d350h06_aonly_logreg_deep_v1,mt5_tier_a_only_validation_is,Tier A,trading_risk_execution,runtime_probe,completed,inconclusive_tier_only_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_aonly_logreg_deep_v1_tier_a_only_validation_is.htm,net_profit=280.64;pf=1.08;expectancy=0.24;trades=1180;win_rate=51.36,labelable=9844;feature_ready=9844;model_ok=9844;no_tier_labelable=203;max_dd=279.96;recovery=1;fill=1965;reject=0;skip=42964;subtypes=NA,completed,Tier A only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d350h06_aonly_logreg_deep_v1__mt5_tier_b_fallback_only_validation_is,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d350h06_aonly_logreg_deep_v1,mt5_tier_b_fallback_only_validation_is,run50E_d350h06_aonly_logreg_deep_v1,mt5_tier_b_fallback_only_validation_is,Tier B,trading_risk_execution,runtime_probe,completed,inconclusive_tier_b_fallback_only_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_aonly_logreg_deep_v1_tier_b_fallback_only_validation_is.htm,net_profit=206.5;pf=2.24;expectancy=3.82;trades=54;win_rate=50,"labelable=2366;feature_ready=2366;model_ok=2366;no_tier_labelable=203;max_dd=94.63;recovery=2.18;fill=102;reject=0;skip=50442;subtypes={""B_core_only"":25,""B_macro_missing"":2126,""B_mixed_partial_context"":215}",completed,Tier B fallback-only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d350h06_aonly_logreg_deep_v1__mt5_routed_tier_a_used_validation_is,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d350h06_aonly_logreg_deep_v1,mt5_routed_tier_a_used_validation_is,run50E_d350h06_aonly_logreg_deep_v1,mt5_routed_tier_a_used_validation_is,Tier A,routed_signal_execution_usage,runtime_probe,completed,inconclusive_routed_component_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/kpi_record.json,route_bars=9844;route_share=1;signals=5285;long=3737;short=1548;fills=1965,profit_attribution=not_separable_from_single_routed_account_path;reject=0;skip=0;subtypes=NA,completed,Tier A primary used component from one routed MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d350h06_aonly_logreg_deep_v1__mt5_routed_total_validation_is,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d350h06_aonly_logreg_deep_v1,mt5_routed_total_validation_is,run50E_d350h06_aonly_logreg_deep_v1,mt5_routed_total_validation_is,Tier A+B,trading_risk_execution,runtime_probe,completed,inconclusive_routed_total_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_aonly_logreg_deep_v1_routed_validation_is.htm,net_profit=280.64;pf=1.08;expectancy=0.24;trades=1180;win_rate=51.36,a_used=9844;b_fallback=0;no_tier_labelable=203;max_dd=279.96;recovery=1;fill=1965;reject=0;skip=42964,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d350h06_aonly_logreg_deep_v1__mt5_tier_a_only_oos,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d350h06_aonly_logreg_deep_v1,mt5_tier_a_only_oos,run50E_d350h06_aonly_logreg_deep_v1,mt5_tier_a_only_oos,Tier A,trading_risk_execution,runtime_probe,completed,inconclusive_tier_only_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_aonly_logreg_deep_v1_tier_a_only_oos.htm,net_profit=10.53;pf=1;expectancy=0.01;trades=944;win_rate=50.53,labelable=7584;feature_ready=7584;model_ok=7584;no_tier_labelable=159;max_dd=199.97;recovery=0.05;fill=1577;reject=0;skip=29753;subtypes=NA,completed,Tier A only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d350h06_aonly_logreg_deep_v1__mt5_tier_b_fallback_only_oos,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d350h06_aonly_logreg_deep_v1,mt5_tier_b_fallback_only_oos,run50E_d350h06_aonly_logreg_deep_v1,mt5_tier_b_fallback_only_oos,Tier B,trading_risk_execution,runtime_probe,completed,inconclusive_tier_b_fallback_only_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_aonly_logreg_deep_v1_tier_b_fallback_only_oos.htm,net_profit=-171.98;pf=0.7;expectancy=-2.42;trades=71;win_rate=49.3,"labelable=1062;feature_ready=1062;model_ok=1062;no_tier_labelable=159;max_dd=381.78;recovery=-0.45;fill=111;reject=0;skip=36275;subtypes={""B_core_only"":24,""B_full_context_outside_tier_a_scope"":1,""B_macro_missing"":809,""B_mixed_partial_context"":228}",completed,Tier B fallback-only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d350h06_aonly_logreg_deep_v1__mt5_routed_tier_a_used_oos,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d350h06_aonly_logreg_deep_v1,mt5_routed_tier_a_used_oos,run50E_d350h06_aonly_logreg_deep_v1,mt5_routed_tier_a_used_oos,Tier A,routed_signal_execution_usage,runtime_probe,completed,inconclusive_routed_component_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/kpi_record.json,route_bars=7584;route_share=1;signals=4480;long=3163;short=1317;fills=1577,profit_attribution=not_separable_from_single_routed_account_path;reject=0;skip=0;subtypes=NA,completed,Tier A primary used component from one routed MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d350h06_aonly_logreg_deep_v1__mt5_routed_total_oos,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d350h06_aonly_logreg_deep_v1,mt5_routed_total_oos,run50E_d350h06_aonly_logreg_deep_v1,mt5_routed_total_oos,Tier A+B,trading_risk_execution,runtime_probe,completed,inconclusive_routed_total_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_aonly_logreg_deep_v1_routed_oos.htm,net_profit=10.53;pf=1;expectancy=0.01;trades=944;win_rate=50.53,a_used=7584;b_fallback=0;no_tier_labelable=159;max_dd=199.97;recovery=0.05;fill=1577;reject=0;skip=29753,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__python_tier_a_separate,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,python_tier_a_separate,run50E_d340h06_aonly_logreg_deep_v1,python_tier_a_separate,Tier A,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/predictions/tier_a_separate_predictions.parquet,rows=46650;signal_coverage=0.562744;signal_count=26252;short=7711;long=18541,"prob_sum_err=2.22045e-16;selected_threshold=a_stage56_d340h06_aonly_a_s340_l340_m000__b_disabled__hold6;threshold_ids=[""stage56_d340h06_aonly_a_s340_l340_m000""];subtype_counts={""Tier_A_full_context"":46650}",out_of_scope_by_claim,Tier A full-context primary view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__python_tier_b_separate,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,python_tier_b_separate,run50E_d340h06_aonly_logreg_deep_v1,python_tier_b_separate,Tier B,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/predictions/tier_b_separate_predictions.parquet,rows=12398;signal_coverage=0.105985;signal_count=1314;short=485;long=829,"prob_sum_err=2.22045e-16;selected_threshold=a_stage56_d340h06_aonly_a_s340_l340_m000__b_disabled__hold6;threshold_ids=[""stage56_d340h06_aonly_b_s400_l400_m000""];subtype_counts={""B_constituent_missing"":1,""B_core_only"":200,""B_full_context_outside_tier_a_scope"":217,""B_macro_missing"":10740,""B_mixed_partial_context"":1240}",out_of_scope_by_claim,Tier B partial-context fallback-only view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__python_tier_ab_combined,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,python_tier_ab_combined,run50E_d340h06_aonly_logreg_deep_v1,python_tier_ab_combined,Tier A+B,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/predictions/tier_ab_combined_predictions.parquet,rows=59048;signal_coverage=0.466841;signal_count=27566;short=8196;long=19370,"prob_sum_err=2.22045e-16;selected_threshold=a_stage56_d340h06_aonly_a_s340_l340_m000__b_disabled__hold6;threshold_ids=[""stage56_d340h06_aonly_a_s340_l340_m000"",""stage56_d340h06_aonly_b_s400_l400_m000""];subtype_counts={""B_constituent_missing"":1,""B_core_only"":200,""B_full_context_outside_tier_a_scope"":217,""B_macro_missing"":10740,""B_mixed_partial_context"":1240,""Tier_A_full_context"":46650}",out_of_scope_by_claim,Tier A primary plus Tier B fallback routed Python view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__mt5_tier_a_only_validation_is,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,mt5_tier_a_only_validation_is,run50E_d340h06_aonly_logreg_deep_v1,mt5_tier_a_only_validation_is,Tier A,trading_risk_execution,runtime_probe,completed,inconclusive_tier_only_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_aonly_logreg_deep_v1_tier_a_only_validation_is.htm,net_profit=288.77;pf=1.08;expectancy=0.24;trades=1214;win_rate=50.74,labelable=9844;feature_ready=9844;model_ok=9844;no_tier_labelable=203;max_dd=264.89;recovery=1.09;fill=2005;reject=0;skip=42964;subtypes=NA,completed,Tier A only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__mt5_tier_b_fallback_only_validation_is,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,mt5_tier_b_fallback_only_validation_is,run50E_d340h06_aonly_logreg_deep_v1,mt5_tier_b_fallback_only_validation_is,Tier B,trading_risk_execution,runtime_probe,completed,inconclusive_tier_b_fallback_only_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_aonly_logreg_deep_v1_tier_b_fallback_only_validation_is.htm,net_profit=206.5;pf=2.24;expectancy=3.82;trades=54;win_rate=50,"labelable=2366;feature_ready=2366;model_ok=2366;no_tier_labelable=203;max_dd=94.63;recovery=2.18;fill=102;reject=0;skip=50442;subtypes={""B_core_only"":25,""B_macro_missing"":2126,""B_mixed_partial_context"":215}",completed,Tier B fallback-only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__mt5_routed_tier_a_used_validation_is,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,mt5_routed_tier_a_used_validation_is,run50E_d340h06_aonly_logreg_deep_v1,mt5_routed_tier_a_used_validation_is,Tier A,routed_signal_execution_usage,runtime_probe,completed,inconclusive_routed_component_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/kpi_record.json,route_bars=9844;route_share=1;signals=5398;long=3806;short=1592;fills=2005,profit_attribution=not_separable_from_single_routed_account_path;reject=0;skip=0;subtypes=NA,completed,Tier A primary used component from one routed MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__mt5_routed_total_validation_is,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,mt5_routed_total_validation_is,run50E_d340h06_aonly_logreg_deep_v1,mt5_routed_total_validation_is,Tier A+B,trading_risk_execution,runtime_probe,completed,inconclusive_routed_total_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_aonly_logreg_deep_v1_routed_validation_is.htm,net_profit=288.77;pf=1.08;expectancy=0.24;trades=1214;win_rate=50.74,a_used=9844;b_fallback=0;no_tier_labelable=203;max_dd=264.89;recovery=1.09;fill=2005;reject=0;skip=42964,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__mt5_tier_a_only_oos,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,mt5_tier_a_only_oos,run50E_d340h06_aonly_logreg_deep_v1,mt5_tier_a_only_oos,Tier A,trading_risk_execution,runtime_probe,completed,inconclusive_tier_only_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_aonly_logreg_deep_v1_tier_a_only_oos.htm,net_profit=44.91;pf=1.02;expectancy=0.05;trades=967;win_rate=50.67,labelable=7584;feature_ready=7584;model_ok=7584;no_tier_labelable=159;max_dd=211.24;recovery=0.21;fill=1601;reject=0;skip=29753;subtypes=NA,completed,Tier A only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__mt5_tier_b_fallback_only_oos,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,mt5_tier_b_fallback_only_oos,run50E_d340h06_aonly_logreg_deep_v1,mt5_tier_b_fallback_only_oos,Tier B,trading_risk_execution,runtime_probe,completed,inconclusive_tier_b_fallback_only_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_aonly_logreg_deep_v1_tier_b_fallback_only_oos.htm,net_profit=-171.98;pf=0.7;expectancy=-2.42;trades=71;win_rate=49.3,"labelable=1062;feature_ready=1062;model_ok=1062;no_tier_labelable=159;max_dd=381.78;recovery=-0.45;fill=111;reject=0;skip=36275;subtypes={""B_core_only"":24,""B_full_context_outside_tier_a_scope"":1,""B_macro_missing"":809,""B_mixed_partial_context"":228}",completed,Tier B fallback-only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__mt5_routed_tier_a_used_oos,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,mt5_routed_tier_a_used_oos,run50E_d340h06_aonly_logreg_deep_v1,mt5_routed_tier_a_used_oos,Tier A,routed_signal_execution_usage,runtime_probe,completed,inconclusive_routed_component_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/kpi_record.json,route_bars=7584;route_share=1;signals=4553;long=3200;short=1353;fills=1601,profit_attribution=not_separable_from_single_routed_account_path;reject=0;skip=0;subtypes=NA,completed,Tier A primary used component from one routed MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d340h06_aonly_logreg_deep_v1__mt5_routed_total_oos,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d340h06_aonly_logreg_deep_v1,mt5_routed_total_oos,run50E_d340h06_aonly_logreg_deep_v1,mt5_routed_total_oos,Tier A+B,trading_risk_execution,runtime_probe,completed,inconclusive_routed_total_runtime_probe,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_aonly_logreg_deep_v1_routed_oos.htm,net_profit=44.91;pf=1.02;expectancy=0.05;trades=967;win_rate=50.67,a_used=7584;b_fallback=0;no_tier_labelable=159;max_dd=211.24;recovery=0.21;fill=1601;reject=0;skip=29753,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d335h06_aonly_logreg_deep_v1__python_tier_a_separate,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d335h06_aonly_logreg_deep_v1,python_tier_a_separate,run50E_d335h06_aonly_logreg_deep_v1,python_tier_a_separate,Tier A,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d335h06_aonly/predictions/tier_a_separate_predictions.parquet,rows=46650;signal_coverage=0.566517;signal_count=26428;short=7795;long=18633,"prob_sum_err=2.22045e-16;selected_threshold=a_stage56_d335h06_aonly_a_s335_l335_m000__b_disabled__hold6;threshold_ids=[""stage56_d335h06_aonly_a_s335_l335_m000""];subtype_counts={""Tier_A_full_context"":46650}",out_of_scope_by_claim,Tier A full-context primary view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d335h06_aonly_logreg_deep_v1__python_tier_b_separate,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d335h06_aonly_logreg_deep_v1,python_tier_b_separate,run50E_d335h06_aonly_logreg_deep_v1,python_tier_b_separate,Tier B,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d335h06_aonly/predictions/tier_b_separate_predictions.parquet,rows=12398;signal_coverage=0.105985;signal_count=1314;short=485;long=829,"prob_sum_err=2.22045e-16;selected_threshold=a_stage56_d335h06_aonly_a_s335_l335_m000__b_disabled__hold6;threshold_ids=[""stage56_d335h06_aonly_b_s400_l400_m000""];subtype_counts={""B_constituent_missing"":1,""B_core_only"":200,""B_full_context_outside_tier_a_scope"":217,""B_macro_missing"":10740,""B_mixed_partial_context"":1240}",out_of_scope_by_claim,Tier B partial-context fallback-only view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50E_d335h06_aonly_logreg_deep_v1__python_tier_ab_combined,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,run50E_d335h06_aonly_logreg_deep_v1,python_tier_ab_combined,run50E_d335h06_aonly_logreg_deep_v1,python_tier_ab_combined,Tier A+B,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d335h06_aonly/predictions/tier_ab_combined_predictions.parquet,rows=59048;signal_coverage=0.469821;signal_count=27742;short=8280;long=19462,"prob_sum_err=2.22045e-16;selected_threshold=a_stage56_d335h06_aonly_a_s335_l335_m000__b_disabled__hold6;threshold_ids=[""stage56_d335h06_aonly_a_s335_l335_m000"",""stage56_d335h06_aonly_b_s400_l400_m000""];subtype_counts={""B_constituent_missing"":1,""B_core_only"":200,""B_full_context_outside_tier_a_scope"":217,""B_macro_missing"":10740,""B_mixed_partial_context"":1240,""Tier_A_full_context"":46650}",out_of_scope_by_claim,Tier A primary plus Tier B fallback routed Python view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
